GivenName,MiddleInitial,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,GUID,Latitude,Longitude,Kilograms,Centimeters,Company,Occupation
Lila,D,Higgins,"3442 Cityview Drive",Eagleville,19403,LilaDHiggins@teleworm.us,610-507-8671,2cb312f9-2492-40a6-ab69-d250c889e1e3,40.146542,-75.338416,52.0,157,Vari-Tec,"Institution and cafeteria cook"
Edmund,V,Wolff,"1170 Quilly Lane",Westerville,43081,EdmundVWolff@fleckens.hu,614-546-5287,85359457-4807-4a90-9d3e-846d4c050592,40.046044,-82.954785,93.3,189,"The White Rabbit","Pest control worker"
Sarah,D,Gray,"4887 Hott Street","Oklahoma City",73109,SarahDGray@rhyta.com,405-613-8975,c459e7ab-f21c-40b3-b333-513fd1158145,35.432705,-97.565533,87.4,153,"Listen Up","Telecommunications specialist"
Nicole,J,Lomeli,"676 Bates Brothers Road",Westerville,43081,NicoleJLomeli@einrot.com,614-287-0460,4bddb0f9-fd93-47e4-8fd2-a8cd01b4f354,40.044457,-82.964245,98.9,154,"Madcats Music & Books","Machine operator"
Jewel,R,Cassano,"1156 Rodney Street","Saint Louis",63146,JewelRCassano@fleckens.hu,636-497-5223,c79324df-98d1-4240-b0e1-451ceed12a1f,38.791734,-90.467069,99.2,158,"Walt's IGA","Aeronautical engineer"
Patricia,A,McMullen,"4085 Davis Court",Metropolis,62960,PatriciaAMcMullen@cuvox.de,618-981-2765,4d0d5480-9f2d-45b1-bd6c-5ed65cc475b7,37.234492,-88.662993,73.8,160,"Computer City","School librarian"
Kenyatta,J,Currier,"4931 Andell Road",Dublin,43017,KenyattaJCurrier@dayrep.com,614-889-3267,2dd9c20a-5b68-44f2-bbc0-4fb14222802e,40.195095,-83.049899,60.2,154,"H. J. Wilson & Company","Court officer"
Luis,S,Irish,"4266 Browning Lane",Binghamton,13904,LuisSIrish@gustr.com,607-765-1164,9ae523e4-40f9-4a71-963e-c7e01e0394fa,42.131072,-75.762112,109.9,182,Maxaprofit,"Optical mechanic"
Thomas,S,Ramirez,"3815 Reel Avenue",Capitan,88316,ThomasSRamirez@cuvox.de,505-354-9238,64a799de-ef5d-4f0d-bde7-29f3aff87a9d,33.814186,-105.209429,105.8,169,"Realty Solution","Museum director"
Matthew,K,Chandler,"1046 Reeves Street",Appleton,54911,MatthewKChandler@rhyta.com,920-882-4608,e21405db-740b-4ccd-b208-0fc69473ee78,44.233947,-88.317342,77.4,183,"Piece Goods Fabric","Mechanical drafter"
Ruth,J,Feather,"4592 School Street",Washington,20005,RuthJFeather@armyspy.com,202-842-7329,18a78477-f390-4b3f-a2f0-16828bdee7e5,38.943579,-76.939387,62.9,158,Hechinger,"Ophthalmic medical assistant"
Manuela,K,Nadeau,"4160 Berry Street","Woodland Park",80863,ManuelaKNadeau@cuvox.de,719-687-5604,b5bc229b-10bc-489a-a018-5e4945dadf2b,39.027976,-105.120157,58.3,153,"Buena Vista Realty Service","Real-time captioner"
Richard,G,Farmer,"649 Jadewood Farms",Newark,07102,RichardGFarmer@gustr.com,973-400-4977,ca65996b-6295-4510-bb55-d3e7048661ca,40.758522,-74.192896,100.8,189,"Gart Sports","Maitre d"
Errol,V,Thomas,"948 Lynn Ogden Lane",Galveston,77550,ErrolVThomas@teleworm.us,409-763-4356,8a3aff90-97e5-4d05-9760-a189a0dd8977,29.289417,-94.718242,113.5,171,"Hugh M. Woods",President
Pauline,P,Beck,"1473 Davis Court",Geff,62842,PaulinePBeck@rhyta.com,618-897-5013,26e7f791-183d-48cf-8782-572e0ae60e23,38.45189,-88.331965,68.1,162,"World of Fun","Biological scientist"
Florence,K,Baron,"1180 Daffodil Lane",Herndon,22070,FlorenceKBaron@cuvox.de,703-450-9939,76847260-4efe-45e8-bbe1-a7459b4217ad,38.961666,-77.425946,103.8,155,"J. Riggings","Electrocardiograph (EKG) technician"
Maria,F,Perkins,"4495 Progress Way",Palo,52324,MariaFPerkins@dayrep.com,319-851-2903,b6f4390a-208e-4d86-b0b1-f35b1cf390e9,41.999257,-91.881479,50.3,170,"Kragen Auto Parts","Product designer"
Pamela,J,Cramer,"1010 Davis Place",Lima,45801,PamelaJCramer@teleworm.us,419-225-2782,de61918b-862f-492d-b4e7-944c935b5da4,40.774804,-84.024358,99.3,170,"Jitney Jungle","Promotions manager"
Bettie,D,Leblanc,"4340 Walnut Hill Drive",Dayton,45407,BettieDLeblanc@rhyta.com,513-318-0721,aa6182f1-1829-476d-bd81-3805ab0f00a2,39.656304,-84.129961,97.0,153,"Kash n' Karry","Mixing and blending machine setter"
Susan,E,Case,"3015 Bond Street",Warwick,02887,SusanECase@fleckens.hu,401-736-9060,8a4b6107-0709-4107-8b11-e8c9bc087ec1,41.73594,-71.428945,89.2,169,Komerci,"Gastroenterology nurse"
Rosa,T,Harvey,"596 Dola Mine Road",Morrisville,27560,RosaTHarvey@cuvox.de,919-327-7813,d2bc3cac-f887-4d29-90cc-644acb4f412a,35.854377,-78.817149,58.6,167,"Mostow Co.","Enlisted personnel"
Howard,C,Garcia,"234 Oak Ridge Drive","Saint Louis",63102,HowardCGarcia@fleckens.hu,573-599-6841,e56840a0-caa8-4245-96fe-42bc7c253aec,38.622255,-90.212146,97.6,189,"Beasts of Beauty",Buyer
Ryan,J,Sherrod,"358 Rogers Street",Cincinnati,45202,RyanJSherrod@teleworm.us,513-532-4384,a3a6ed48-0bad-4869-84c9-286402e1ecf3,39.100535,-84.437127,68.2,184,"Smitty's Marketplace","Management information systems director"
Scott,J,Waterman,"255 Wright Court",Birmingham,35222,ScottJWaterman@fleckens.hu,205-949-4960,3bc0c510-a0fa-4e1f-9e99-adc688ad4155,33.477085,-86.723162,58.9,185,"On Cue","Corporate secretary"
Harold,M,James,"2385 Late Avenue","Oklahoma City",73102,HaroldMJames@teleworm.us,580-768-3306,4763fa07-b011-456e-b7f8-0a385617abec,35.48961,-97.538496,107.7,179,"Record & Tape Outlet","News anchor"
Nora,B,Phillips,"3444 Kessla Way",Lakewood,29577,NoraBPhillips@gustr.com,843-293-3654,437ce2ca-b539-493a-b4be-1af2a72c25b1,33.869422,-80.348644,51.9,160,"DGS VolMAX","Electrical drafter"
Laura,T,Jacquez,"1215 Chapel Street",Houston,77032,LauraTJacquez@teleworm.us,281-642-3328,d0c6ac9c-fb4c-4107-b194-02436d57d572,30.045456,-95.283004,55.0,170,Stratabiz,"Commercial and industrial designer"
Dallas,C,Haney,"4518 Edgewood Avenue",Fresno,93710,DallasCHaney@einrot.com,559-324-8306,8a0935b7-8e2f-4cce-9fcd-f2b308d815ef,36.81619,-119.847433,80.7,167,"Gov Mart","Restaurant manager"
Kellie,E,Murray,"2762 Oral Lake Road",Farmington,55024,KellieEMurray@armyspy.com,952-460-5728,a72db7ce-5884-4e4c-88a1-d66bda151e13,44.637902,-93.157718,61.9,158,"Nickerson Farms","Gaming dealer"
Timothy,K,McGee,"3139 Levy Court",Marlboro,01752,TimothyKMcGee@armyspy.com,978-730-3332,928835ea-72b0-4bb3-ae63-131dff2a4e86,42.266951,-71.4714,96.6,175,"Paul's Food Mart","Simultaneous interpreter"
James,K,Null,"1965 Franklin Street",Montgomery,36104,JamesKNull@cuvox.de,334-635-5455,266cc3b0-6a4a-4ea5-b110-e5647b7aefdc,32.45845,-86.329097,103.4,174,"Second Time Around","Aeronautical drafter"
Wanda,J,Bryant,"2224 Angie Drive",Anaheim,92804,WandaJBryant@rhyta.com,714-995-2794,bcd005af-9018-45f3-a0db-09b09b5e6d36,33.832929,-118.039652,80.8,173,Martin's,"Engineering and natural sciences manager"
Linda,C,Deaton,"292 Clarence Court",Wilmington,28401,LindaCDeaton@armyspy.com,910-251-4954,62237a32-2596-4975-8fab-8b30102c151f,34.336263,-77.951617,97.3,166,"Country Club Markets",Carpenter
Ronni,G,Howard,"1299 Ashwood Drive",Onawa,51040,RonniGHoward@teleworm.us,712-433-7557,9de47817-015c-4ce5-8756-20ed29c34462,41.959857,-96.037303,71.1,167,"Omni Realty","Certified registered nurse anesthetist"
Misty,T,Tam,"594 Sussex Court",Chilton,76632,MistyTTam@fleckens.hu,254-546-3339,30ea082b-e5f2-4650-9664-1afd6d4160f8,31.374789,-97.14253,95.7,152,"Star Merchant Services",Erector
Shirley,P,Moye,"620 Davis Avenue",Petaluma,94952,ShirleyPMoye@cuvox.de,707-762-8359,b681344f-b34d-4ab2-bf74-d91b9d1ae3f0,38.211617,-122.679059,82.4,166,"Pro Yard Services","EKG technician"
Gerald,E,Michael,"3563 Reynolds Alley",Bellflower,90706,GeraldEMichael@teleworm.us,562-282-9735,c5e39ae2-f86c-4531-9f82-549acee6de58,33.81695,-118.072321,100.1,178,"Auto Works","Mental health assistant"
Lacey,B,Rogers,"3906 Blair Court",Higginsville,64037,LaceyBRogers@cuvox.de,660-584-7041,361867c6-7e73-4054-950c-b230b23aac15,39.078005,-93.777437,48.4,156,"Idea Infinity","Taxicab dispatcher"
Sylvia,J,Booth,"2061 Lakewood Drive","Rochelle Park",07662,SylviaJBooth@cuvox.de,201-800-6521,05556b9a-d3cb-432f-a236-62d475d5aca4,40.946984,-74.045135,83.6,162,"National Lumber",Hostler
Jeremy,V,Buscher,"979 Franklin Street",Dothan,36303,JeremyVBuscher@teleworm.us,334-702-0368,b85f81da-1f14-482b-881a-2155fe637569,31.212283,-85.349152,58.1,179,"The Flying Bear","Health engineer"
Sondra,B,Clough,"105 Tecumsah Lane",Shreveport,71101,SondraBClough@teleworm.us,318-909-5695,fb918a43-fab8-4972-a825-064d493941ba,32.568911,-93.774301,59.8,155,"Garden Master",Principal
Lora,D,Cahill,"3557 Trails End Road",Miami,33176,LoraDCahill@superrito.com,954-319-0547,9f466faf-179e-4322-b613-41bcaa6bcc5b,25.571036,-80.397521,90.4,163,Sav-A-Center,"Crane and tower operator"
Liz,S,Tierney,"3836 Charmaine Lane",Lubbock,79401,LizSTierney@gustr.com,806-549-2011,4ebbf6e0-24e5-49c4-a374-e85716b53d3e,33.642777,-101.912445,97.7,170,Heilig-Meyers,Macroeconomist
Woodrow,M,Hubbard,"4947 Pringle Drive","Burr Ridge",60527,WoodrowMHubbard@cuvox.de,312-389-9930,68e0c5e3-fdea-453d-9350-6dc1c7e50176,41.836961,-87.888302,100.7,173,"Mr. D's IGA","Horse trainer"
Daryl,H,Mills,"859 Hart Ridge Road",Alpena,60631,DarylHMills@einrot.com,989-255-5608,acc63ad9-611a-4361-83c0-2b8b2e761ad7,45.019207,-83.461808,70.5,177,"Wholesale Club, Inc.","Instructional assistant"
Evan,T,Thomas,"4987 Lindale Avenue",Oakland,94601,EvanTThomas@armyspy.com,510-532-0616,88b94ed7-569d-4bd9-99f3-5b0aee2dd634,37.772938,-122.206294,79.0,173,Dahlkemper's,"Foot specialist"
Sue,B,Pardo,"459 Johnson Street",Raleigh,27601,SueBPardo@jourrapide.com,919-839-2456,710b20b8-738f-46c1-9ceb-0e104e88c0d4,35.815061,-78.667236,91.5,150,"Warehouse Club, Inc.",Curator
Marvin,L,Brandt,"678 Spring Haven Trail","Mountain View",07470,MarvinLBrandt@jourrapide.com,973-709-9841,6d4fff37-0489-45e3-8c90-ca5e3d51e4e7,40.857002,-74.169233,113.1,168,"Disc Jockey","Brokerage clerk"
Clyde,M,Chin,"1586 Ella Street",Fremont,94539,ClydeMChin@teleworm.us,650-229-9849,f743a9d8-2599-4174-affd-9f04ca57e470,37.435943,-121.798829,60.4,182,"Big Bear Stores","Multimedia artist"
Armanda,L,Love,"19 Freedom Lane",Wawona,95389,ArmandaLLove@gustr.com,209-375-8469,842a60b4-42f9-4951-ac50-2d3dd29c0ac7,37.543093,-119.750316,103.7,168,"Childs Restaurants",Manufacturers
David,C,Wilson,"3613 Hamilton Drive",Baltimore,21202,DavidCWilson@teleworm.us,410-230-1055,a2182926-0743-4c87-88a2-279acf41aa3c,39.385192,-76.576039,65.2,172,"Beefsteak Charlie's",Auditor
Rodney,C,Sprague,"3978 Chapmans Lane",Albuquerque,87110,RodneyCSprague@fleckens.hu,505-837-3585,d717bbc2-8e3c-4eef-9f9d-33356ba05bb5,35.19059,-106.578087,94.4,170,"Ellman's Catalog Showrooms","Aerospace engineering and operations technician"
Floyd,E,Rolston,"1216 Archwood Avenue","Mountain View",82939,FloydERolston@armyspy.com,307-717-7894,c920c60a-2aa1-4400-9518-a3386bfa7ed7,41.287936,-110.394447,79.2,176,"Integra Wealth","Tractor driver"
Warren,J,Dittmer,"1088 Sugar Camp Road",Owatonna,55060,WarrenJDittmer@cuvox.de,507-539-8291,52ee061b-8d1c-4b5f-90b7-930be499892b,44.122586,-93.197251,100.6,183,"Kelly and Cohen","Intructional coordinator"
Amanda,J,Samuel,"3169 Mill Street",Anderson,29621,AmandaJSamuel@gustr.com,864-262-6871,0607f2d1-b771-4897-a8f0-537d5aea9f72,34.552047,-82.522076,95.0,162,"One-Up Realtors","Nurse educator"
Henry,M,Campbell,"3198 Sunny Day Drive","Yorba Linda",92686,HenryMCampbell@jourrapide.com,714-777-5011,17616a80-22b2-462d-9ab0-cfcfb7497ff3,33.805951,-117.765885,91.5,186,Sandy's,"Landscape architect"
Gerald,D,Steves,"3946 Burwell Heights Road","Port Arthur",77640,GeraldDSteves@dayrep.com,409-736-0458,7b875f85-15e0-4164-a934-009ebcd560a7,29.894882,-93.929924,79.9,166,"One-Up Realtors","Metal-refining furnace tender"
Ronda,J,McNeil,"228 Burnside Court",Phoenix,85040,RondaJMcNeil@superrito.com,602-435-9239,dd68fd18-f2a3-48a3-a418-df7de49e9731,33.328574,-112.12276,89.1,166,"Fradkin Brothers Furniture",Chef
Terrence,D,Wilson,"4160 Duffy Street",Dyer,46311,TerrenceDWilson@jourrapide.com,219-864-9829,2ef06161-afd5-4367-aee0-009760d101f4,41.483436,-87.616441,100.4,177,"Intelli Wealth Group","Data input clerk"
Margaret,M,Frary,"756 Cityview Drive","Bryn Mawr",19010,MargaretMFrary@gustr.com,610-526-5893,1401c535-6e1d-4a92-80d4-ce4ee14f59f0,40.047248,-75.422395,67.3,167,"Superior Interactive","News vendor"
Grace,E,Langley,"4035 Parrish Avenue","San Antonio",78205,GraceELangley@gustr.com,830-845-5911,bf15d5b4-6cfc-4600-b789-90f2580e01a8,29.42238,-98.53115,99.2,162,"Four Leaf Clover","Vice president"
Billy,J,Wyatt,"3000 Briarhill Lane",Youngstown,44509,BillyJWyatt@gustr.com,330-270-2053,c33507b3-c160-4716-885d-b373e5a1c3fd,41.136282,-80.766005,111.6,166,"Paul's Food Mart","Urban and regional planner"
Mary,J,Dangelo,"31 Rhapsody Street",Leesburg,32749,MaryJDangelo@gustr.com,352-360-2177,77df31a8-deeb-4e53-a481-e8ef6215d863,28.865306,-81.865369,88.0,170,"Sanitary Grocery Stores","Heavy-duty truck mechanic"
Dean,M,Clark,"4601 Elmwood Avenue",Tempe,85281,DeanMClark@teleworm.us,480-894-6569,d3ee10f9-0a21-458c-8b26-ab66f7f7b890,33.349699,-111.821973,60.4,182,"Mostow Co.","Clerical supervisor"
Frank,P,Burgos,"1999 Goff Avenue","Grand Rapids",49503,FrankPBurgos@cuvox.de,269-627-5971,1bf50bb2-4881-4bd5-b588-1d91c61e06c7,42.94835,-85.658695,91.6,187,"Cut Rite Lawn Care","Financial investigator"
Justin,D,Jorgenson,"4931 Kembery Drive",Oswego,60543,JustinDJorgenson@dayrep.com,630-554-4204,e4723e5c-5132-4439-8073-9b32c93a95d6,41.714978,-88.292317,90.3,171,"KB Toys","Customer service representative"
Bridget,J,Fellman,"222 Oak Ridge Drive",Stlouis,63101,BridgetJFellman@rhyta.com,573-513-0686,36258230-5c8f-45c3-8b59-c48c0be3a203,38.649201,-90.157595,86.8,158,"Foot Quarters","Amusement and recreation attendant"
Alan,K,Anglin,"489 Metz Lane",Boston,02210,AlanKAnglin@einrot.com,857-588-5128,734e5bbe-d916-4d5d-8562-5129852e09a4,42.281025,-70.972791,90.1,177,"Team Designers and Associates","Automotive engineer"
Gloria,L,Pope,"1707 Glory Road",Nashville,37203,GloriaLPope@gustr.com,931-771-6668,775e3982-8f13-492a-8070-894187550153,36.130913,-86.709152,59.2,166,"Mansmann's Department Store","Corporate office services manager"
Barbara,J,Walker,"2118 Wilkinson Court","Fort Myers",33912,BarbaraJWalker@armyspy.com,239-595-8928,fbcef0bc-8c13-47bc-a541-dadb7599073e,26.477853,-81.769144,65.9,164,"Desert Garden Help","Computer operator"
Helen,J,Thomas,"3787 Ashcraft Court","San Diego",92103,HelenJThomas@cuvox.de,619-355-6317,de299b9a-36a7-4b34-a358-402064c050dc,32.784257,-117.175103,102.6,157,"Monk Real Estate Service","Cutting, punching, and press machine setter"
Elizabeth,T,King,"2702 Scenicview Drive",Longview,75601,ElizabethTKing@armyspy.com,430-981-5063,f1e7006a-4551-402b-a42d-2f04aedd3790,32.505167,-94.750199,63.6,156,"Soft Warehouse",Nutritionist
Ryan,N,Mulloy,"3465 Davis Street",Athens,30606,RyanNMulloy@jourrapide.com,706-340-2616,9f315f35-637a-4575-96e8-015ba1bbc728,33.891648,-83.46989,76.5,177,Chargepal,"LAN manager"
Mattie,R,Chrisman,"1823 Middleville Road","Los Angeles",90014,MattieRChrisman@gustr.com,626-408-4266,5be80c53-f534-4e2c-b25c-5a7537aebcc4,34.09375,-118.212197,88.1,159,"DGS VolMAX","Certified pest control applicator"
Sergio,M,Schoonover,"604 Colonial Drive",Houston,77036,SergioMSchoonover@dayrep.com,979-859-0182,ee83d290-130a-4eb3-958d-5d7437b100a6,29.725671,-95.441663,105.6,180,"Pro Property Maintenance","Ambulatory care nurse"
Daniel,M,Oldfield,"4688 Catherine Drive",Jamestown,58401,DanielMOldfield@rhyta.com,701-320-0742,42a2c170-d601-4a4e-871d-c5ed86ffefdc,46.906781,-98.778128,81.4,183,"Club Wholesale","Health psychologist"
Blanca,R,Smith,"3642 Stark Hollow Road",Eckert,81418,BlancaRSmith@cuvox.de,970-835-0122,34c263ad-3a70-4ffd-9dc8-ad653702e903,38.805994,-108.047927,67.4,162,Metro,"ESL teacher"
Sandra,L,Sandoval,"2357 Elliott Street",Kingston,03848,SandraLSandoval@rhyta.com,603-642-9665,1db3ad38-10ff-4616-a659-88d436b4a610,42.888445,-71.099452,101.3,159,"Museum Company","INS agent"
Katherine,B,Hinojosa,"751 Hewes Avenue",Baltimore,21201,KatherineBHinojosa@gustr.com,443-692-9554,6c132fb7-08c2-4aab-aa1e-ea0fa227f635,39.371182,-76.694171,95.6,164,"Liberty Wealth Planners","Clerk typist"
Georgia,W,Branco,"4458 Prudence Street",Livonia,48150,GeorgiaWBranco@fleckens.hu,313-414-7989,6f204c99-648a-4f65-a2b3-5c19c5cbc589,42.317422,-83.310711,66.0,158,"Carrols Restaurant Group","Customs agent"
Irene,G,Caudill,"484 Davisson Street",Blountsville,47354,IreneGCaudill@cuvox.de,765-774-9512,2d06b248-32e1-4041-beff-c0ec399d496d,40.027283,-85.291686,91.5,156,"Vinyl Fever","Mobile heavy equipment service technician"
Jay,L,Lash,"820 Bottom Lane",Buffalo,14216,JayLLash@cuvox.de,716-697-0670,59e8122d-d6d7-4b7b-9970-97f47b35fb66,42.999176,-78.916154,88.0,168,"Avant Garde Appraisal Group","Teacher aide"
James,L,Lee,"86 Pine Street",Pittsburgh,15219,JamesLLee@rhyta.com,724-338-4314,78ae8a41-b92a-46dd-9e2d-328677a8d220,40.438123,-80.011084,82.1,175,Adaptaz,"Operations analyst"
Florence,K,Thomas,"3695 Brown Avenue",Enoree,29335,FlorenceKThomas@teleworm.us,864-969-3028,8e8b3e43-7d00-4941-875d-9ec6d3f654ea,34.572635,-81.906783,95.7,173,Maxaprofit,"Media planner"
Louise,D,Tibbitts,"1302 Palmer Road",Westerville,43081,LouiseDTibbitts@jourrapide.com,614-626-5627,a81b55c2-4ca8-4e11-95a1-29b6d2f49708,40.014047,-82.964201,89.0,162,Morville,"Electronic equipment repairer"
Ramon,K,Sanchez,"1612 Goldcliff Circle",Washington,20009,RamonKSanchez@teleworm.us,202-234-7469,ef3b2f93-1dd1-44dd-93df-a02941fa4a47,38.98373,-77.099914,76.6,166,Thalhimers,"Rail-track laying and maintenance equipment operator"
Dora,G,McDaniel,"3176 Spring Avenue",Philadelphia,19108,DoraGMcDaniel@jourrapide.com,267-565-3471,0e4289f0-9cfd-4098-a32f-56f66898599e,39.902299,-75.105747,100.0,154,"Dun Rite Lawn Care","Occupational analyst"
Leslie,C,Johnson,"1337 Glenwood Avenue","South Euclid",44121,LeslieCJohnson@cuvox.de,216-382-7318,578961c6-c694-4fc3-b226-6174c9c07a41,41.459054,-81.55363,77.9,170,"Laughner's Cafeteria","Human resources representative"
Chauncey,J,Smith,"3662 Ingram Road",Greensboro,27406,ChaunceyJSmith@einrot.com,336-580-1821,0b749ebb-c6b3-49b0-8a49-3cd38533b34d,36.010887,-79.705606,99.5,173,Loblaws,"Real estate manager"
Ralph,L,Ortiz,"4320 Drainer Avenue","Fort Walton Beach",32548,RalphLOrtiz@einrot.com,850-568-0737,ceab6961-94cc-4111-9316-30dee90cf309,30.485178,-86.688082,89.0,173,"Sunflower Market",Plumber
Craig,S,Brown,"1915 Fancher Drive",Plano,75074,CraigSBrown@fleckens.hu,214-322-5874,fb92eb2d-4a24-49c7-aab5-53730336be7d,32.945499,-96.770264,64.2,182,"Friendly Interior Design","Media outreach specialist"
Grace,G,Soto,"902 Wilson Avenue",Lewisville,75067,GraceGSoto@fleckens.hu,972-537-1059,5d8a08e8-aafd-436d-b36e-6170447d090a,33.001836,-96.942097,78.3,165,"Monk Home Funding Services","General clerk"
Li,N,Bassett,"4479 Blair Court",Blairstown,64726,LiNBassett@einrot.com,660-498-1961,54492d8f-d5f2-4b6c-9c97-9ae8bf81b335,38.564686,-93.893591,105.2,158,"Garden Master",Geographer
Russell,C,Hatcher,"152 Juniper Drive",Saginaw,48607,RussellCHatcher@teleworm.us,989-896-3029,c343135c-5e60-4588-9d55-565d6c601c49,43.486527,-83.986854,89.2,167,"Liberty Wealth Planners","Numerical tool and process control programmer"
Lisa,R,Coniglio,"2544 Froe Street",Dunlow,25511,LisaRConiglio@rhyta.com,304-385-7820,9e0854cd-594d-4e71-bc30-e4c971e09fed,38.078067,-82.308417,96.3,171,"Exact Solutions",Mariner
Tommy,A,Cluff,"1851 Cameron Road",Buffalo,14216,TommyACluff@teleworm.us,716-462-8309,ff4ae223-39b9-4216-9c35-e89fdf5ee97a,43.013206,-78.954399,92.5,165,"Larry's Markets","Merchant marine sailor"
Shirley,J,Washington,"1395 Woodside Circle",Gretna,32332,ShirleyJWashington@dayrep.com,850-856-9121,a3186e99-35af-40d5-8581-1d9f9c1ae978,30.666536,-84.675689,63.5,163,CompuAdd,"U.S. Deputy Marshal"
Billye,J,Sears,"513 Stroop Hill Road",Roswell,30076,BillyeJSears@dayrep.com,404-849-3939,e8662b83-14db-4ae7-8954-191060714a57,34.006057,-84.374254,88.2,162,Terra,"Tire changer"
Kimberly,W,Hill,"1512 Angie Drive",Irvine,92614,KimberlyWHill@superrito.com,714-929-2760,491b735b-83a0-4c81-be96-3be9781a8402,33.788423,-117.792138,69.4,162,Weatherill's,"Sales worker supervisor"
Linda,V,Mayberry,"3822 Parrish Avenue","San Antonio",78217,LindaVMayberry@gustr.com,830-893-7004,188c179e-6b37-4432-a43c-677dc60203be,29.536295,-98.492589,61.9,151,"Hughes Markets","Short-order cook"
Beverly,J,Cintron,"4316 Ferry Street",Birmingham,35222,BeverlyJCintron@cuvox.de,256-738-4384,d289af6f-09de-4133-bcec-7aa3ad155539,33.555599,-86.710436,53.5,162,"Zephyr Investments","Public works inspector"
Bonnie,R,Adams,"2872 Ray Court",Wilmington,28403,BonnieRAdams@cuvox.de,910-310-9662,70456a59-5c63-4622-b981-2dc76d33a718,34.318842,-77.818189,82.1,165,"Coast to Coast Hardware","Information designer"
Blair,K,Maynard,"4100 Harry Place",Lowell,28098,BlairKMaynard@jourrapide.com,704-823-8770,17161e72-e8fd-48bb-a0db-142c390a29ae,35.370723,-81.054708,97.8,167,"Home Centers","Cardiopulmonary technologist"
Tracey,J,Adams,"135 Pyramid Valley Road","Cedar Rapids",52404,TraceyJAdams@gustr.com,319-734-3014,eeb27d85-35fa-4faa-b798-f15d83a02038,41.971951,-91.636146,61.2,174,Sportswest,"Safety technician"
Vincent,M,Buehler,"3628 Allison Avenue",Norfolk,23510,VincentMBuehler@cuvox.de,757-662-6834,86b44e96-79d2-422c-8a1b-5466b7a40b1f,36.863903,-76.29061,85.3,169,"McMahan's Furniture","Control and valve installer"
Steven,M,Stein,"1963 Still Pastures Drive","North Augusta",29841,StevenMStein@gustr.com,803-441-5885,838a9231-41b6-45e5-9338-2d18385ebf90,33.602942,-81.947778,65.6,164,"Gold Medal","Treatment plant and system operator"
Jeanine,F,Roberts,"1440 Beech Street","San Francisco",94104,JeanineFRoberts@jourrapide.com,925-804-1343,3be8a003-e016-48d8-bf24-c564dd1f93a0,37.833613,-122.447968,86.3,163,"Vibrant Man","Machine setter"
Virginia,R,Singleton,"2143 Medical Center Drive",Englewood,34223,VirginiaRSingleton@dayrep.com,941-475-0901,d34154d8-742a-4c19-9fcf-e7df3927c206,26.971443,-82.311999,74.1,158,"System Star Solutions","Electronic drafter"
